alert_id,timestamp,src_ip,dst_ip,proto,duration,src_bytes,dst_bytes,pkt_count,failed_logins,label,anomaly_score,stage1_decision,final_decision,rationale,recommended_action,source
ALRT-00125,2026-01-01T02:05:00,10.0.36.43,192.168.1.111,tcp,2.12,1035,1635,27,0,0,0.10712863965226237,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00126,2026-01-01T02:06:00,10.0.128.24,192.168.1.98,tcp,1.82,1504,4689,34,0,0,0.13592569415209044,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00127,2026-01-01T02:07:00,10.0.65.238,192.168.1.175,tcp,3.35,1791,2804,40,0,0,0.06637639778643378,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00128,2026-01-01T02:08:00,10.0.161.244,192.168.1.95,tcp,0.85,986,2867,46,0,0,0.013110153742572224,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00129,2026-01-01T02:09:00,10.0.90.156,192.168.1.91,tcp,1.5,1581,1670,50,0,0,0.10596194766987059,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00130,2026-01-01T02:10:00,10.0.60.96,192.168.1.58,tcp,1.81,1636,3995,26,0,0,0.09038419484181544,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00131,2026-01-01T02:11:00,10.0.44.211,192.168.1.18,udp,0.35,1607,4154,39,1,0,0.38601518958726305,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00132,2026-01-01T02:12:00,10.0.46.52,192.168.1.10,tcp,0.13,991,3211,42,0,0,0.037996169294657135,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00133,2026-01-01T02:13:00,10.0.118.109,192.168.1.102,udp,6.74,26767,567,1112,5,1,0.8054871504431818,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00134,2026-01-01T02:14:00,10.0.80.91,192.168.1.252,tcp,1.51,1240,2992,28,1,0,0.3358925598169671,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00135,2026-01-01T02:15:00,10.0.75.231,192.168.1.66,tcp,1.0,1222,2495,47,0,0,0.018146766588041315,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00136,2026-01-01T02:16:00,10.0.147.233,192.168.1.163,tcp,0.13,1263,1560,37,0,0,0.10338497329762132,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00137,2026-01-01T02:17:00,10.0.251.165,192.168.1.83,tcp,0.4,1356,4060,44,0,0,0.061273047845007346,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00138,2026-01-01T02:18:00,10.0.210.29,192.168.1.77,tcp,0.87,762,1340,51,0,0,0.14562511884024537,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00139,2026-01-01T02:19:00,10.0.242.122,192.168.1.42,udp,1.72,1164,4647,59,0,0,0.17431664301581742,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00140,2026-01-01T02:20:00,10.0.181.63,192.168.1.143,udp,8.61,879,2700,37,0,0,0.22661530701484575,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00141,2026-01-01T02:21:00,10.0.24.224,192.168.1.167,tcp,4.34,2281,3843,39,0,0,0.20688688904964495,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00142,2026-01-01T02:22:00,10.0.114.36,192.168.1.89,tcp,5.86,1196,3645,49,0,0,0.1291811689668983,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00143,2026-01-01T02:23:00,10.0.167.14,192.168.1.134,tcp,1.09,1392,2961,8,0,0,0.10541536729610052,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00144,2026-01-01T02:24:00,10.0.114.179,192.168.1.121,tcp,1.66,969,2394,37,0,0,0.014679282160644914,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00145,2026-01-01T02:25:00,10.0.183.115,192.168.1.69,udp,2.9,649,1391,46,0,0,0.1494666528012763,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00146,2026-01-01T02:26:00,10.0.94.213,192.168.1.176,tcp,2.9,1129,3313,42,0,0,0.029033246734230612,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00147,2026-01-01T02:27:00,10.0.47.19,192.168.1.141,tcp,0.39,1703,3872,37,0,0,0.0754391898214869,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00148,2026-01-01T02:28:00,10.0.39.203,192.168.1.17,tcp,0.72,1264,2009,27,0,0,0.0599238084921251,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00149,2026-01-01T02:29:00,10.0.119.10,192.168.1.125,tcp,0.6,1204,2211,53,0,0,0.053914768589938586,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00150,2026-01-01T02:30:00,10.0.43.8,192.168.1.99,tcp,0.41,1445,3080,23,0,0,0.05408072614390944,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00151,2026-01-01T02:31:00,10.0.207.117,192.168.1.202,tcp,2.89,2342,1606,35,0,0,0.2066909973774237,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00152,2026-01-01T02:32:00,10.0.17.56,192.168.1.78,tcp,36.33,87945,0,640,0,1,0.8791337825318516,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00153,2026-01-01T02:33:00,10.0.157.151,192.168.1.242,udp,3.29,246,1274,31,0,0,0.2445979984890707,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00154,2026-01-01T02:34:00,10.0.208.7,192.168.1.156,udp,0.85,1421,2703,30,0,0,0.022508916151819627,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00155,2026-01-01T02:35:00,10.0.17.9,192.168.1.34,udp,6.68,1329,3633,53,0,0,0.17536351600971392,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00156,2026-01-01T02:36:00,10.0.100.184,192.168.1.103,tcp,1.12,1632,2452,35,0,0,0.035728148303086585,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00157,2026-01-01T02:37:00,10.0.169.54,192.168.1.224,tcp,2.2,1387,2861,31,0,0,0.013475283930546885,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00158,2026-01-01T02:38:00,10.0.167.167,192.168.1.65,tcp,4.59,790,3037,17,0,0,0.1354961565201003,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00159,2026-01-01T02:39:00,10.0.48.190,192.168.1.179,tcp,6.3,795,3222,26,1,0,0.4262132638444748,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00160,2026-01-01T02:40:00,10.0.107.16,192.168.1.199,tcp,1.91,1526,4784,42,0,0,0.14771717134584983,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00161,2026-01-01T02:41:00,10.0.99.195,192.168.1.176,tcp,0.17,1061,2478,43,0,0,0.02249002670615004,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00162,2026-01-01T02:42:00,10.0.177.68,192.168.1.23,tcp,1.85,1181,4296,41,0,0,0.06747057182553537,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00163,2026-01-01T02:43:00,10.0.193.99,192.168.1.95,tcp,1.22,1005,2962,27,0,0,0.038147781012811216,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00164,2026-01-01T02:44:00,10.0.117.22,192.168.1.89,udp,4.4,922,3423,20,0,0,0.13042855325940328,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00165,2026-01-01T02:45:00,10.0.254.213,192.168.1.88,tcp,6.14,1872,3968,32,0,0,0.1940288130080159,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00166,2026-01-01T02:46:00,10.0.49.142,192.168.1.223,tcp,2.0,1214,3229,25,0,0,0.03681499823755283,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00167,2026-01-01T02:47:00,10.0.198.128,192.168.1.2,tcp,4.9,1384,3424,40,0,0,0.07763268289902865,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00168,2026-01-01T02:48:00,10.0.53.246,192.168.1.137,tcp,1.41,1026,2371,40,0,0,0.013355326767351803,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00169,2026-01-01T02:49:00,10.0.68.85,192.168.1.249,tcp,0.68,1082,2301,49,0,0,0.02937302662444151,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00170,2026-01-01T02:50:00,10.0.94.226,192.168.1.222,tcp,0.95,1332,3431,44,0,0,0.01745144883755396,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00171,2026-01-01T02:51:00,10.0.127.183,192.168.1.154,tcp,1.4,1058,3819,44,0,0,0.03551015213011078,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00172,2026-01-01T02:52:00,10.0.229.235,192.168.1.253,tcp,1.88,1649,2083,69,0,0,0.1849557104269978,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00173,2026-01-01T02:53:00,10.0.218.230,192.168.1.102,tcp,4.98,49672,0,694,5,1,0.7293410918224448,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00174,2026-01-01T02:54:00,10.0.241.251,192.168.1.155,tcp,0.78,1516,2968,9,0,0,0.11833200253491796,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00175,2026-01-01T02:55:00,10.0.163.34,192.168.1.138,tcp,8.03,1633,3918,52,0,0,0.27867120733186324,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00176,2026-01-01T02:56:00,10.0.28.202,192.168.1.12,tcp,6.84,1250,3532,40,0,0,0.14227981635230824,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00177,2026-01-01T02:57:00,10.0.80.204,192.168.1.11,tcp,2.59,1289,2936,46,0,0,0.02335037182827744,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00178,2026-01-01T02:58:00,10.0.238.164,192.168.1.227,udp,0.57,1258,2646,43,0,0,0.006971444550021495,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00179,2026-01-01T02:59:00,10.0.194.71,192.168.1.44,tcp,0.33,1789,2718,61,1,0,0.387420261097703,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00180,2026-01-01T03:00:00,10.0.110.245,192.168.1.90,tcp,0.12,1182,1534,44,0,0,0.11374112824161443,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00181,2026-01-01T03:01:00,10.0.208.52,192.168.1.158,tcp,2.27,823,2725,46,0,0,0.02703086316506044,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00182,2026-01-01T03:02:00,10.0.238.127,192.168.1.146,tcp,1.09,1452,1504,40,0,0,0.09339658622057968,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00183,2026-01-01T03:03:00,10.0.215.132,192.168.1.131,udp,1.7,1087,1617,41,0,0,0.07038394923386802,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00184,2026-01-01T03:04:00,10.0.153.41,192.168.1.248,udp,1.67,858,3646,58,0,0,0.08212663200476748,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00185,2026-01-01T03:05:00,10.0.86.183,192.168.1.200,tcp,3.2,1463,2823,44,0,0,0.03834788750590675,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00186,2026-01-01T03:06:00,10.0.214.23,192.168.1.239,tcp,0.03,785,2483,35,0,0,0.06066088097717801,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00187,2026-01-01T03:07:00,10.0.19.176,192.168.1.167,tcp,1.07,249,3037,24,0,0,0.16450961636278266,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00188,2026-01-01T03:08:00,10.0.114.215,192.168.1.248,tcp,0.3,1292,3038,50,0,0,0.041716608676132826,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00189,2026-01-01T03:09:00,10.0.17.89,192.168.1.153,udp,0.47,1778,2661,46,0,0,0.06221663056316107,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00190,2026-01-01T03:10:00,10.0.9.180,192.168.1.138,udp,2.78,1492,3649,39,0,0,0.04107465596687106,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00191,2026-01-01T03:11:00,10.0.218.40,192.168.1.207,tcp,1.27,965,1775,62,0,0,0.13697893239576253,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00192,2026-01-01T03:12:00,10.0.82.215,192.168.1.220,udp,0.92,1156,4189,37,0,0,0.05830063321569462,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00193,2026-01-01T03:13:00,10.0.10.241,192.168.1.18,tcp,3.45,1237,3180,47,0,0,0.04560550774208147,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00194,2026-01-01T03:14:00,10.0.226.39,192.168.1.231,udp,3.21,880,2395,29,0,0,0.05744078616107194,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00195,2026-01-01T03:15:00,10.0.35.176,192.168.1.175,tcp,1.0,1026,3869,65,0,0,0.13018071198617362,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00196,2026-01-01T03:16:00,10.0.2.128,192.168.1.228,tcp,2.62,1431,3159,36,1,0,0.3189595648649745,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00197,2026-01-01T03:17:00,10.0.16.135,192.168.1.182,tcp,2.73,1508,2931,66,0,0,0.1325875921574289,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00198,2026-01-01T03:18:00,10.0.89.179,192.168.1.235,udp,0.17,1562,2795,39,0,0,0.02985053651195091,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00199,2026-01-01T03:19:00,10.0.224.124,192.168.1.70,tcp,0.77,1878,2419,25,0,0,0.0988576501311151,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00200,2026-01-01T03:20:00,10.0.163.152,192.168.1.48,tcp,2.42,1177,3105,36,0,0,0.015217545500839947,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00201,2026-01-01T03:21:00,10.0.251.59,192.168.1.50,tcp,3.68,591,3203,62,0,0,0.15849159976802346,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00202,2026-01-01T03:22:00,10.0.60.96,192.168.1.64,tcp,1.68,866,3159,61,0,0,0.08240650358451881,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00203,2026-01-01T03:23:00,10.0.187.219,192.168.1.55,tcp,0.58,1416,2358,41,0,0,0.019350532802536412,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00204,2026-01-01T03:24:00,10.0.70.28,192.168.1.112,tcp,1.8,679,3505,21,0,0,0.09920841633983069,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00205,2026-01-01T03:25:00,10.0.155.152,192.168.1.51,tcp,3.78,919,3041,55,0,0,0.07955482435309068,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00206,2026-01-01T03:26:00,10.0.95.47,192.168.1.41,tcp,1.12,621,5123,55,0,0,0.24609952008885627,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00207,2026-01-01T03:27:00,10.0.216.215,192.168.1.133,tcp,0.88,986,3531,29,1,0,0.348458611048428,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00208,2026-01-01T03:28:00,10.0.190.147,192.168.1.201,tcp,1.43,415,2686,34,0,0,0.08625060313688196,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00209,2026-01-01T03:29:00,10.0.66.102,192.168.1.35,udp,0.5,765,3123,47,0,0,0.042289636127019505,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00210,2026-01-01T03:30:00,10.0.17.64,192.168.1.130,tcp,3.36,1265,2563,25,0,0,0.05194651282650486,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00211,2026-01-01T03:31:00,10.0.114.111,192.168.1.167,tcp,1.84,1014,3189,54,0,0,0.038931276464488435,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00212,2026-01-01T03:32:00,10.0.20.243,192.168.1.179,tcp,0.44,583,2604,7,0,0,0.16668342774719153,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00213,2026-01-01T03:33:00,10.0.68.129,192.168.1.27,tcp,2.14,506,3510,40,0,0,0.07199694103115536,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00214,2026-01-01T03:34:00,10.0.118.119,192.168.1.186,tcp,3.28,528,2780,30,0,0,0.08682769999610113,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00215,2026-01-01T03:35:00,10.0.215.189,192.168.1.7,tcp,0.78,1260,3776,52,0,0,0.04903399529187121,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00216,2026-01-01T03:36:00,10.0.221.96,192.168.1.60,tcp,1.1,1796,2067,42,0,0,0.06725389935689892,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00217,2026-01-01T03:37:00,10.0.67.109,192.168.1.81,tcp,1.49,912,4643,28,0,0,0.14119847761527826,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00218,2026-01-01T03:38:00,10.0.143.86,192.168.1.216,tcp,0.42,1549,2839,18,0,0,0.07925623481664654,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00219,2026-01-01T03:39:00,10.0.117.39,192.168.1.49,tcp,2.74,1281,1466,49,0,0,0.1183164763218277,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00220,2026-01-01T03:40:00,10.0.148.181,192.168.1.198,tcp,0.36,984,3243,46,0,0,0.03208755146754066,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00221,2026-01-01T03:41:00,10.0.134.221,192.168.1.251,tcp,3.91,1183,1796,57,0,0,0.13148937107706657,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00222,2026-01-01T03:42:00,10.0.253.230,192.168.1.243,tcp,28.15,25147,360,501,30,1,0.9453889195890925,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00223,2026-01-01T03:43:00,10.0.23.223,192.168.1.77,tcp,1.05,1048,2403,41,0,0,0.010607910476088639,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00224,2026-01-01T03:44:00,10.0.85.115,192.168.1.25,tcp,0.69,1156,2318,43,0,0,0.014202774579485272,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
